Word	Phonetic
ornament	/ˈɔɹnəmənt/
clack	/ˈkɫæk/
concession	/kənˈsɛʃən/
outgoing	/ˈaʊtˌɡoʊɪŋ/
pressurise	
rivalry	/ˈɹaɪvəɫɹi/
cram	/ˈkɹæm/
roundabout	/ˈɹaʊndəˌbaʊt/
arouse	/ɝˈaʊz/
beware	/bɪˈwɛɹ/
shabby	/ˈʃæbi/
literal	/ˈɫɪtɝəɫ/
inclusive	/ˌɪnˈkɫusɪv/
impulse	/ˈɪmpəɫs/, /ˌɪmˈpəɫs/
trait	/ˈtɹeɪt/
indispensable	/ˌɪndɪˈspɛnsəbəɫ/
grace	/ˈɡɹeɪs/
murmur	/ˈmɝmɝ/
whirl	/ˈhwɝɫ/, /ˈwɝɫ/
ample	/ˈæmpəɫ/
induce	/ˌɪnˈdus/
obedient	/oʊˈbidiənt/
inclusion	/ˌɪnˈkɫuʒən/
proofread	/ˈpɹuˌfɹid/
revulsion	/ɹiˈvəɫʃən/, /ɹɪˈvəɫʃən/
wane	/ˈweɪn/
roam	/ˈɹoʊm/
identical	/aɪˈdɛntɪkəɫ/
upside	/ˈəpˈsaɪd/
familiarise	
hinge on	
intolerable	/ˌɪnˈtɑɫɝəbəɫ/
invariably	/ˌɪnˈvɛɹiəbɫi/
furious	/ˈfjʊɹiəs/
considerate	/kənˈsɪdɝət/
oppression	/əˈpɹɛʃən/
savage	/ˈsævədʒ/, /ˈsævɪdʒ/
scorn	/ˈskɔɹn/
decent	/ˈdisənt/
plead	/ˈpɫid/
synchronous	/ˈsɪŋkɹənəs/
stray	/ˈstɹeɪ/
tremble	/ˈtɹɛmbəɫ/
exclaim	/ɪkˈskɫeɪm/
deadlock	/ˈdɛdˌɫɑk/
delicacy	/ˈdɛɫəkəsi/, /ˈdɛɫɪkəsi/
pinnacle	/ˈpɪnəkəɫ/
calamity	/kəˈɫæməti/, /kəˈɫæmɪti/
offset	/ˈɔfˌsɛt/, /ɔfˈsɛt/
run counter to	
bring to life	
shoot up	
abort	/əˈbɔɹt/
dispatch	/dɪˈspætʃ/
spur	/ˈspɝ/
stabilise	
forsake	/fɔɹˈseɪk/
consolidate	/kənˈsɑɫɪˌdeɪt/
uphold	/əpˈhoʊɫd/
recount	/ˌɹiˈkaʊnt/, /ɹɪˈkaʊnt/
applicable	/ˈæpɫəkəbəɫ/
like-minded	
state-of-the-art	/ˌsteɪtəvðɪˈɑɹt/
flavoursome	
formidable	/ˈfɔɹmədəbəɫ/, /ˌfɔɹˈmɪdəbəɫ/
categorical	/ˌkætəˈɡɑɹɪkəɫ/, /ˌkætəˈɡɔɹɪkəɫ/
picturesque	/ˈpɪktʃɝəsk/
hands-on	/ˌhænˈzɔn/
philanthropic	/ˌfɪɫənˈθɹɑpɪk/
unanimous	/juˈnænəməs/
wholesome	/ˈhoʊɫsəm/
inseparable	/ˌɪnˈsɛpɝəbəɫ/
in practice	
all the rage	
double-edged sword	
rule out	
keep track of	
from scratch	
remains	/ɹiˈmeɪnz/, /ɹɪˈmeɪnz/
chore	/ˈtʃɔɹ/
enlightening	/ˌɛnˈɫaɪtənɪŋ/, /ɛnˈɫaɪtnɪŋ/
spike	/ˈspaɪk/
petition	/pəˈtɪʃən/
clarify	/ˈkɫɛɹəˌfaɪ/
recite	/ɹəˈsaɪt/
subside	/səbˈsaɪd/
wither	/ˈwɪðɝ/
knock down	
make a name for oneself	
embark on	
track down	
stick to	
fall through	
skyrocket	/ˈskaɪˌɹɑkət/
nosedive	/ˈnoʊzˌdaɪv/
make a difference	
disadvantaged	/ˌdɪsədˈvænɪdʒd/, /dɪsədˈvæntɪdʒd/
adaptable	/əˈdæptəbəɫ/
convincing	/kənˈvɪnsɪŋ/
to name a few	
cognitive	/ˈkɑɡnɪtɪv/
molten	/ˈmoʊɫtən/
primarily	/pɹaɪˈmɛɹəɫi/
mould	/ˈmoʊɫd/
acoustic	/əˈkustɪk/
norm	/ˈnɔɹm/
sanctuary	/ˈsæŋktʃuˌɛɹi/
minimal	/ˈmɪnəməɫ/
submissive	/səbˈmɪsɪv/
variant	/ˈvɛɹiənt/
viable	/ˈvaɪəbəɫ/
implement	/ˈɪmpɫəmənt/
flaw	/ˈfɫɔ/
methodology	/ˌmɛθəˈdɑɫədʒi/
engrave	/ɪnˈɡɹeɪv/
bizarre	/bəˈzɑɹ/, /bɪˈzɑɹ/
empirical	/ˌɛmˈpɪɹɪkəɫ/
meditation	/ˌmɛdəˈteɪʃən/
plausible	/ˈpɫɔzəbəɫ/
hence	/ˈhɛns/
premise	/ˈpɹɛmɪs/
prone	/ˈpɹoʊn/
sheer	/ˈʃɪɹ/
collective	/kəˈɫɛktɪv/
advent	/ˈædˌvɛnt/
bottleneck	/ˈbɑtəɫˌnɛk/
constitute	/ˈkɑnstəˌtut/
expectancy	/ɪkˈspɛktənsi/
manipulate	/məˈnɪpjəˌɫeɪt/
monumental	/ˌmɑnjəˈmɛnəɫ/, /ˌmɑnjəˈmɛntəɫ/, /ˌmɑnjuˈmɛntəɫ/
peripheral	/pɝˈɪfɝəɫ/, /pɝˈɪfɹəɫ/
renowned	/ɹɪˈnaʊnd/
robust	/ɹoʊˈbəst/
surge	/ˈsɝdʒ/
unprecedented	/ənˈpɹɛsɪˌdɛntɪd/
intriguing	/ˌɪnˈtɹiɡɪŋ/
intrinsic	/ˌɪnˈtɹɪnsɪk/
intuitive	/ˌɪnˈtuətɪv/
niche	/ˈnɪtʃ/
opt for	
prototype	/ˈpɹoʊtəˌtaɪp/
regenerate	/ɹiˈdʒɛnɝˌeɪt/
remuneration	/ɹɪmˌjunɝˈeɪʃən/
revert to	
scrutiny	/ˈskɹutəni/
versatile	/ˈvɝsətəɫ/, /vɝsəˈtaɪɫ/
volatile	/ˈvɑɫətəɫ/
stunning	/ˈstənɪŋ/
notorious	/noʊˈtɔɹiəs/
predecessor	/ˈpɹɛdəˌsɛsɝ/
winding	/ˈwaɪndɪŋ/
aptitude	/ˈæptəˌtud/
outright	/ˈaʊˈtɹaɪt/
potent	/ˈpoʊtənt/
cumulative	/ˈkjumjəɫətɪv/
elusive	/ɪˈɫusɪv/
haul	/ˈhɔɫ/
embed	/ɪmˈbɛd/
communal	/kəmˈjunəɫ/
embody	/ɪmˈbɑdi/
foul	/ˈfaʊɫ/
gadget	/ˈɡædʒət/
mediocre	/ˌmidiˈoʊkɝ/
rigorous	/ˈɹɪɡɝəs/
siege	/ˈsidʒ/
vastly	/ˈvæstɫi/
eligible	/ˈɛɫədʒəbəɫ/, /ˈɛɫɪdʒəbəɫ/
hike	/ˈhaɪk/
misguided	/mɪsˈɡaɪdɪd/
appraisal	/əˈpɹeɪzəɫ/
articulate	/ɑɹˈtɪkjəˌɫeɪt/, /ɑɹˈtɪkjəɫət/
colossal	/kəˈɫɑsəɫ/
complementary	/ˌkɑmpɫəˈmɛntɹi/, /ˌkɑmpɫəˈmɛntʃi/
proponent	/pɹəˈpoʊnənt/
retention	/ɹiˈtɛnʃən/
scatter	/ˈskætɝ/
be devoid of	
showcase	/ˈʃoʊˌkeɪs/
dub	/ˈdəb/
eccentric	/ˌɛkˈsɛntɹɪk/, /ɪkˈsɛntɹɪk/
eradicate	/ɪˈɹædəˌkeɪt/
exemplify	/ɪɡˈzɛmpɫəˌfaɪ/
expansive	/ɪkˈspænsɪv/
fume	/ˈfjum/
guesswork	/ˈɡɛsˌwɝk/
harness	/ˈhɑɹnəs/, /ˈhɑɹnɪs/
intact	/ˌɪnˈtækt/
juvenile	/ˈdʒuvəˌnaɪɫ/, /ˈdʒuvənəɫ/
longevity	/ɫɔnˈdʒɛvəti/
maternal	/məˈtɝnəɫ/
mimic	/ˈmɪmɪk/
observatory	/əbˈzɝvəˌtɔɹi/
predominantly	/ˌpɹɪˈdɑmənəntˌɫi/
conjunction	/kənˈdʒəŋkʃən/
cuisine	/kwɪˈzin/
deteriorate	/dɪˈtɪɹiɝˌeɪt/
shortcoming	/ˈʃɔɹtˌkəmɪŋ/
diminish	/dɪˈmɪnɪʃ/
surveillance	/sɝˈveɪɫəns/
pardon	/ˈpɑɹdən/
tailor	/ˈteɪɫɝ/
abide by	
erratic	/ɪˈɹætɪk/
impartial	/ˌɪmˈpɑɹʃəɫ/
culminate	/ˈkəɫmɪˌneɪt/
dazzling	/ˈdæzəɫɪŋ/, /ˈdæzɫɪŋ/
periodic	/ˌpɪɹiˈɑdɪk/
degrade	/dɪˈɡɹeɪd/
banal	/bəˈnɑɫ/
cavity	/ˈkævəti/
fragrant	/ˈfɹeɪɡɹənt/
impair	/ˌɪmˈpɛɹ/
synchronise	
converse	/ˈkɑnvɝs/, /kənˈvɝs/
adherent	/ədˈhɪɹənt/
albeit	/ɔɫˈbiɪt/
definitive	/dɪˈfɪnɪtɪv/
backfire	/ˈbækˌfaɪɹ/
deter	/dɪˈtɝ/
discrepancy	/dɪsˈkɹɛpənsi/
peril	/ˈpɛɹəɫ/
disrepair	/ˌdɪsɹɪˈpɛɹ/
experiential	/ɛkˌspɛɹiˈɛnʃəɫ/
downturn	/ˈdaʊnˌtɝn/
presuppose	/ˌpɹisəˈpoʊz/
empathy	/ˈɛmpəθi/
prolonged	/pɹəˈɫɔŋd/
entail	/ɛnˈteɪɫ/
acclaim	/əˈkɫeɪm/
downstream	/ˈdaʊnˈstɹim/
extrinsic	/ɛkˈstɹɪnsɪk/
chic	/ˈʃik/
coexistence	/ˌkoʊɪɡˈzɪstəns/
adept	/əˈdɛpt/
recur	/ɹiˈkɝ/, /ɹɪˈkɝ/
impurity	/ˌɪmˈpjʊɹəti/
treatise	/ˈtɹitəs/
untangle	/ənˈtæŋɡəɫ/
ingenuity	/ˌɪndʒəˈnuəˌti/
remnant	/ˈɹɛmnənt/
simulate	/ˈsɪmjəˌɫeɪt/, /ˈsɪmjəɫət/
intermediary	/ˌɪnɝˈmidiɛɹi/, /ˌɪntɝˈmidiɛɹi/
stakeholder	/ˈsteɪkˌhoʊɫdɝ/
stifle	/ˈstaɪfəɫ/
lexical	/ˈɫɛksɪkəɫ/
necessitate	/nəˈsɛsəˌteɪt/
tentative	/ˈtɛnətɪv/, /ˈtɛntətɪv/
transcribe	/tɹænsˈkɹaɪb/
oversee	/ˈoʊvɝˌsi/
dismantle	/dɪsˈmænəɫ/, /dɪsˈmæntəɫ/
amplify	/ˈæmpɫəˌfaɪ/
plateau	/pɫæˈtoʊ/
dubious	/ˈdubiəs/
dwindle	/ˈdwɪndəɫ/
encompass	/ɛnˈkəmpəs/
proxy	/ˈpɹɑksi/
qualitative	/ˈkwɑɫəˌteɪtɪv/
quantitative	/ˈkwɑntɪˌteɪtɪv/
rectify	/ˈɹɛktəˌfaɪ/
imperative	/ˌɪmˈpɛɹətɪv/
relentless	/ɹɪˈɫɛntɫɪs/
fortnight	/ˈfɔɹtˌnaɪt/
instantaneous	/ˌɪnstənˈtæniəs/
sprout	/ˈspɹaʊt/
invoke	/ˌɪnˈvoʊk/
lethal	/ˈɫiθəɫ/
studious	/ˈstudiəs/
consecutive	/kənˈsɛkjətɪv/
tangible	/ˈtændʒəbəɫ/
noteworthy	/ˈnoʊtˌwɝði/
outlandish	/aʊtˈɫændɪʃ/
transient	/ˈtɹænʒənt/
inaugurate	/ɪˈnɔɡjɝeɪt/, /ɪˈnɔɡjɝɪt/
incur	/ˌɪnˈkɝ/
utilitarian	/juˌtɪɫəˈtɛɹiən/
onset	/ˈɑnˌsɛt/, /ˈɔnˌsɛt/
whim	/ˈhwɪm/, /ˈwɪm/
appalling	/əˈpɔɫɪŋ/
congestion	/kənˈdʒɛstʃən/
dietary	/ˈdaɪəˌtɛɹi/
jot down	
overdue	/ˈoʊvɝˈdu/
predominant	/pɹɪˈdɑmənənt/
respondent	/ɹɪˈspɑndənt/
setback	/ˈsɛtˌbæk/
assertive	/əˈsɝtɪv/
vocational	/voʊˈkeɪʃənəɫ/
hygiene	/ˈhaɪˌdʒin/
undermine	/ˈəndɝˌmaɪn/
arguably	/ˈɑɹɡjuəbɫi/
regression	/ɹəˈɡɹɛʃən/
pertinent	/ˈpɝtɪnɪnt/
render	/ˈɹɛndɝ/
consolation	/ˌkɑnsəˈɫeɪʃən/
maternity	/məˈtɝnɪti/
dissonant	/ˈdɪsənənt/
constrain	/kənˈstɹeɪn/
adjacent	/əˈdʒeɪsənt/
bolster	/ˈboʊɫstɝ/
downsize	/ˈdaʊnˌsaɪz/
elicit	/ɪˈɫɪsɪt/
bygone	/ˈbaɪˌɡɔn/
captivate	/ˈkæptɪˌveɪt/
receptive	/ɹiˈsɛptɪv/, /ɹɪˈsɛptɪv/
combustible	/kəmˈbʌstɪbəl/
parch	/ˈpɑɹtʃ/
defiance	/dɪˈfaɪəns/
paternal	/pəˈtɝnəɫ/
conjecture	/kənˈdʒɛkʃɝ/, /kənˈdʒɛktʃɝ/
entwine	/ɛntˈwaɪn/
circuitous	/sɝkˈjuɪtəs/
meagre	/ˈmiːɡɚ/
curb	/ˈkɝb/
damning	/ˈdæmɪŋ/
precarious	/pɹiˈkɛɹiəs/
liaison	/ˈɫeɪˌzɑn/, /ɫiˈeɪˌzɑn/
clamour	/ˈkɫæmɝ/
ravage	/ˈɹævɪdʒ/
dangle	/ˈdæŋɡəɫ/
retaliate	/ɹiˈtæɫiˌeɪt/, /ɹɪˈtæɫiˌeɪt/
deceased	/dɪˈsist/
meticulous	/məˈtɪkjəɫəs/
ornate	/ɔɹˈneɪt/
deceptive	/dɪˈsɛptɪv/
causal	/ˈkɔzəɫ/
mundane	/mənˈdeɪn/
occupant	/ˈɑkjəpənt/
pervasive	/pɝˈveɪsɪv/
concur	/kənˈkɝ/
evade	/iˈveɪd/, /ɪˈveɪd/
refute	/ɹɪfˈjut/
coax	/ˈkoʊks/
exempt	/ɪɡˈzɛmpt/
fidelity	/ˌfaɪˈdɛɫəti/, /fəˈdɛɫəti/
demise	/dɪˈmaɪz/
attest	/əˈtɛst/
benevolent	/bəˈnɛvəɫənt/
extravagance	/ɛkˈstɹævəɡəns/
fabricate	/ˈfæbɹəˌkeɪt/
denounce	/dɪˈnaʊns/
besiege	/bɪˈsidʒ/
manifold	/ˈmænəˌfoʊɫd/, /ˈmænɪˌfoʊɫd/
centralise	
deduce	/dɪˈdus/
martial	/ˈmɑɹʃəɫ/
distend	/dɪˈstɛnd/
enact	/ɪˈnækt/
constituent	/kənˈstɪtʃuənt/
entity	/ˈɛntəti/, /ˈɛntɪti/
devout	/dɪˈvaʊt/
flare	/ˈfɫɛɹ/
affiliation	/əˌfɪɫiˈeɪʃən/
intertwine	/ˌɪntɝtˈwaɪn/
affix	/ˈæfɪks/, /əˈfɪks/
dilapidated	/dəˈɫæpəˌdeɪtɪd/
evacuate	/iˈvækjəˌeɪt/, /ɪˈvækjəˌeɪt/
anecodte	
focal point	
amass	/əˈmæs/
docile	/ˈdɑsəɫ/
frugal	/ˈfɹuɡəɫ/
glitch	/ˈɡɫɪtʃ/
foremost	/ˈfɔɹˌmoʊst/
alight	/əˈɫaɪt/
grimace	/ˈɡɹɪməs/
wreak havoc on	
hoard	/ˈhɔɹd/
improvise	/ˈɪmpɹəˌvaɪz/, /ˌɪmpɹəˈvaɪz/
forge	/ˈfɔɹdʒ/
inference	/ˈɪnfɝəns/
encircle	/ɛnˈsɝkəɫ/
diversify	/daɪˈvɝsəˌfaɪ/, /dɪˈvɝsəˌfaɪ/
freak	/ˈfɹik/
downfall	/ˈdaʊnˌfɔɫ/
elude	/ɪˈɫud/
inundate	/ˈɪnənˌdeɪt/
jeopardise	
levy	/ˈɫɛvi/, /ˈɫivi/
delude	/dɪˈɫud/
paralysis	/pɝˈæɫəsəs/, /pɝˈæɫɪsɪs/
entice	/ɪnˈtaɪs/
intimidate	/ˌɪnˈtɪmɪˌdeɪt/
poise	/ˈpɔɪz/
loom	/ˈɫum/
mandate	/ˈmænˌdeɪt/
chant	/ˈtʃænt/
churn	/ˈtʃɝn/
measly	/ˈmizɫi/
equitable	/ˈɛkwətəbəɫ/, /ˈɛkwɪtəbəɫ/
converge	/kənˈvɝdʒ/
credence	/ˈkɹidəns/
megalithic	
innermost	/ˈɪnɝˌmoʊst/
enchanting	/ɛnˈtʃænɪŋ/, /ɛnˈtʃæntɪŋ/
outrageous	/aʊˈtɹeɪdʒəs/
overload	/ˈoʊvɝˌɫoʊd/
paradigm	/ˈpɛɹəˌdaɪm/
censure	/ˈsɛnʃɝ/
deftly	/ˈdɛftɫi/
promulgate	/pɹoʊˈməɫɡeɪt/
repatriation	/ɹiˌpeɪtɹiˈeɪʃən/
insatiable	/ˌɪnˈseɪʃəbəɫ/
restrain	/ɹiˈstɹeɪn/
apex	/ˈeɪˌpɛks/
irreversible	/ˌɪɹɪˈvɝsəbəɫ/
repeal	/ɹiˈpiɫ/, /ɹɪˈpiɫ/
retrospective	/ˌɹɛtɹəˈspɛktɪv/
saturate	/ˈsætʃɝˌeɪt/
mar	/ˈmɑɹ/
scrutinise	
serendipity	/ˌsɛɹənˈdɪpɪti/
uncanny	/ənˈkæni/
sift	/ˈsɪft/
concede	/kənˈsid/
antiquity	/ænˈtɪkwəti/
repository	/ɹiˈpɑzəˌtɔɹi/
differentiate	/ˌdɪfɝˈɛnʃiˌeɪt/, /ˌdɪfɝˈɛntʃiˌeɪt/
laborious	/ɫəˈbɔɹiəs/
allure	/əˈɫʊɹ/
sinister	/ˈsɪnɪstɝ/
resplendent	/ɹisˈpɫɛndənt/
smoulder	
perk	/ˈpɝk/
revere	/ɹɪˈvɪɹ/
soothing	/ˈsuðɪŋ/
retard	/ɹiˈtɑɹd/, /ɹɪˈtɑɹd/
agitate	/ˈædʒəˌteɪt/
groundbreaking	/ˈɡɹaʊnˌbɹeɪkɪŋ/, /ˈɡɹaʊndˌbɹeɪkɪŋ/
premature	/ˌpɹiməˈtʃʊɹ/
lure	/ˈɫʊɹ/
backlash	/ˈbæˌkɫæʃ/
glossy	/ˈɡɫɔsi/
enduring	/ɛnˈdjʊɹɪŋ/, /ɪnˈdʊɹɪŋ/
projection	/pɹəˈdʒɛkʃən/
stark	/ˈstɑɹk/
reticent	/ˈɹɛtɪsənt/
superfluous	/ˈsupɝfɫˌwəs/
topple	/ˈtɑpəɫ/
transcend	/tɹænˈsɛnd/
skewed	/ˈskjud/
unload	/ənˈɫoʊd/
squeaky	/ˈskwiki/
tweak	/ˈtwik/
utopian	/juˈtoʊpiən/
venerate	/ˈvɛnɝˌeɪt/
sturdy	/ˈstɝdi/
succumb to	
villain	/ˈvɪɫən/
weld	/ˈwɛɫd/
activate	/ˈæktəˌveɪt/
virtuous	/ˈvɝtʃuəs/
splutter	/ˈsplʌtɚ/
voracious	/vɔˈɹeɪʃəs/
aggregate	/ˈæɡɹəɡeɪt/, /ˈæɡɹəɡət/, /ˈæɡɹəɡɪt/
disoriented	/dɪˈsɔɹiˌɛntɪd/
bustling	/ˈbəsəɫɪŋ/, /ˈbəsɫɪŋ/
complimentary	/ˌkɑmpɫəˈmɛntɝi/
diffusion	/dɪfˈjuʒən/
annotate	/ˈænəˌteɪt/
briefing	/ˈbɹifɪŋ/
sarcastic	/sɑɹˈkæstɪk/
outweigh	/ˈaʊtˌweɪ/
markedly	/ˈmɑɹkədɫi/, /ˈmɑɹkɪdɫi/
ascribe	/əsˈkɹaɪb/
jolt	/ˈdʒoʊɫt/
cosy	/ˈkoʊzi/
ardent	/ˈɑɹdənt/
counteract	/ˈkaʊntɝˌækt/
reclaim	/ɹiˈkɫeɪm/
duplicate	/ˈdupɫəˌkeɪt/, /ˈdupɫəkət/
fixture	/ˈfɪkstʃɝ/
crumble	/ˈkɹəmbəɫ/
remit	/ɹiˈmɪt/
dissolve	/dɪˈzɑɫv/
forgo	/fɔɹˈɡoʊ/
glamorous	/ˈɡɫæmɝəs/
hectic	/ˈhɛktɪk/
foreseeable	/fɔɹˈsiəbəɫ/
bump into	
cutlery	/ˈkətɫɝi/
frantically	/ˈfɹænəkəɫi/, /ˈfɹænəkɫi/, /ˈfɹæntəkəɫi/, /ˈfɹæntəkɫi/
interim	/ˈɪnɝəm/, /ˈɪntɝəm/, /ˈɪntɹəm/
morale	/mɝˈæɫ/
stale	/ˈsteɪɫ/
muddle	/ˈmədəɫ/
defy	/dɪˈfaɪ/
obsolete	/ˈɑbsəˌɫit/, /ˌɑbsəˈɫit/
imminent	/ˈɪmənənt/
opulent	/ˈɑpjəɫənt/
provocative	/pɹoʊˈvɑkətɪv/
reciprocal	/ɹɪˈsɪpɹəkəɫ/
sarcasm	/ˈsɑɹˌkæzəm/
outset	/ˈaʊtˌsɛt/
passé	/ˈpæ.seɪ/
scorching	/ˈskɔɹtʃɪŋ/
weather	/ˈwɛðɝ/
be taken aback	
scrunch	/ˈskɹəntʃ/
acclimatise	
standstill	/ˈstændˌstɪɫ/
verify	/ˈvɛɹəˌfaɪ/
counterpart	/ˈkaʊntɝˌpɑɹt/
evacuation	/iˈvækjəˈweɪʃən/, /ɪˌvækjəˈweɪʃən/
idiosyncratic	/ˌɪdioʊˌsɪnˈkɹætɪk/
disperse	/dɪˈspɝs/
suffocate	/ˈsəfəˌkeɪt/
dotted	/ˈdɑtəd/, /ˈdɑtɪd/
flimsy	/ˈfɫɪmzi/
icon	/ˈaɪkɑn/
rehabilitate	/ˌɹiəˈbɪɫəˌteɪt/, /ˌɹihəˈbɪɫəˌteɪt/
pressing	/ˈpɹɛsɪŋ/
empower	/ɪmˈpaʊɝ/
accountable	/əˈkaʊnəbəɫ/, /əˈkaʊntəbəɫ/
retrieve	/ɹiˈtɹiv/, /ɹɪˈtɹiv/
vibe	/ˈvaɪb/
influx	/ˈɪnˌfɫəks/
allotment	/əˈɫɑtmənt/
mishap	/ˈmɪsˌhæp/
composure	/kəmˈpoʊʒɝ/
upheaval	/əpˈhivəɫ/
affinity	/əˈfɪnəti/, /əˈfɪnɪti/
solidarity	/ˌsɑɫəˈdɛɹəti/
dire	/ˈdaɪɝ/, /ˈdaɪɹ/
coveted	/ˈkəvətɪd/
endorsement	/ɛnˈdɔɹsmənt/
swoop	/ˈswup/
dilute	/daɪˈɫut/, /dɪˈɫut/
convene	/kənˈvin/
fortify	/ˈfɔɹtɪˌfaɪ/
commemorate	/kəˈmɛmɝˌeɪt/
dispel	/dɪˈspɛɫ/
recharge	/ɹiˈtʃɑɹdʒ/
ecstatic	/ɛkˈstætɪk/
pricey	/ˈpɹaɪsi/
life-threatening	/ˈɫaɪfˌθɹɛtnɪŋ/
mandatory	/ˈmændəˌtɔɹi/
futile	/ˈfjutəɫ/
impending	/ˌɪmˈpɛndɪŋ/
gregarious	/ɡɹəˈɡɛɹiəs/
sedentary	/ˈsɛdənˌtɛɹi/
bountiful	/ˈbaʊnɪfəɫ/, /ˈbaʊntɪfəɫ/
better off	
inescapable	/ˌɪnɪˈskeɪpəbəɫ/
comprehensible	/ˌkɑmpɹiˈhɛnsəbəɫ/
figurative	/ˈfɪɡjɝətɪv/
immeasurable	/ˌɪˈmɛʒɝˌæbəɫ/
crystal clear	
complacent	/kəmˈpɫeɪsənt/
provisional	/pɹəˈvɪʒənəɫ/
venerable	/ˈvɛnɝəbəɫ/
turbulent	/ˈtɝbjəɫənt/
far-reaching	
principled	/ˈpɹɪnsəpəɫd/
unorthodox	/əˈnɔɹθəˌdɑks/
admittedly	/ædˈmɪtɪdɫi/
cardinal	/ˈkɑɹdənəɫ/, /ˈkɑɹdɪnəɫ/
resourceful	/ɹiˈsɔɹsfəɫ/
enigmatic	/ˌɛnɪɡˈmætɪk/
in equal measure	
rage	/ˈɹeɪdʒ/
lash	/ˈɫæʃ/
scoop	/ˈskup/
candid	/ˈkændəd/, /ˈkændɪd/
stern	/ˈstɝn/
utter	/ˈətɝ/
mindful	/ˈmaɪndfəɫ/
at the mercy of	
allude to	
resort to	
adversity	/ædˈvɝsɪˌti/, /ədˈvɝsɪti/
rebuke	/ɹibˈjuk/, /ɹɪbˈjuk/
stave off	
keep ~ at bay	
synthesis	/ˈsɪnθəsəs/
boon	/ˈbun/
bear the brunt of	
gist	/ˈdʒɪst/
loot	/ˈɫut/
oust	/ˈaʊst/
overhaul	/ˈoʊvɝˌhɔɫ/
grapple with	
rift	/ˈɹɪft/
absenteeism	/ˌæbsənˈtiɪzəm/
vicious circle	
household name	
self-discipline	
tipping point	
radical	/ˈɹædəkəɫ/, /ˈɹædɪkəɫ/
outcry	/ˈaʊtˌkɹaɪ/
stumble upon	
season	/ˈsizən/
wilt	/ˈwɪɫt/
prey on	
draw on	
status quo	
minute	/ˈmɪnət/, /maɪˈnut/, /maɪnˈjut/
in hindsight	
a host of	
in line with	
fine-tune	
ventilation	/ˌvɛnəˈɫeɪʃən/, /ˌvɛntəˈɫeɪʃən/
stem from	
bedrock	/ˈbɛˌdɹɑk/
forage	/ˈfɔɹɪdʒ/
mimetic	/mɪˈmɛtɪk/
arousal	/ɝˈaʊzəɫ/
bearing	/ˈbɛɹɪŋ/
pitfall	/ˈpɪtˌfɔɫ/
cater to	
replicate	/ˈɹɛpɫəˌkeɪt/
salvage	/ˈsæɫvədʒ/, /ˈsæɫvɪdʒ/
asymmetry	/ˌeɪˈsɪmətɹi/
mitigate	/ˈmɪtəˌɡeɪt/
vicinity	/vəˈsɪnəti/, /vɪˈsɪnɪti/
prodigy	/ˈpɹɑdədʒi/
rationale	/ˌɹæʃəˈnæɫ/
subsistence	/səbˈsɪstəns/
align	/əˈɫaɪn/
subterranean	/səbtɝˈeɪniən/
continuum	/kənˈtɪnjuəm/
susceptible	/səˈsɛptəbəɫ/
lateral	/ˈɫætɝəɫ/
optimum	/ˈɑptəməm/
resilient	/ɹɪˈzɪɫjənt/
sequester	/sɪˈkwɛstɝ/
outperform	/ˈaʊtpɝˌfɔɹm/
prohibitive	/pɹoʊˈhɪbətɪv/
contingent	/kənˈtɪndʒənt/
sleek	/ˈsɫik/
daunting	/ˈdɔntɪŋ/
fraternal	/fɹəˈtɝnəɫ/
haphazard	/hæpˈhæzɝd/
infest	/ˌɪnˈfɛst/
derelict	/ˈdɛɹəˌɫɪkt/
pseudonym	/ˈsudəˌnɪm/
stunned	/ˈstənd/
ethereal	/ɪˈθɪɹiəɫ/
lineage	/ˈɫɪniədʒ/
outstrip	/aʊtˈstɹɪp/
supersede	/ˌsupɝˈsid/
upbringing	/ˈəpˌbɹɪŋɪŋ/
amorphous	/əˈmɔɹfəs/
resonate with	
detract	/dɪˈtɹækt/
appease	/əˈpiz/
bask	/ˈbæsk/
respite	/ˈɹɛspɪt/
prodigious	/pɹəˈdɪdʒəs/
denote	/dɪˈnoʊt/
buoyant	/ˈbɔɪənt/
collateral	/kəˈɫætɝəɫ/
proliferate	/pɹoʊˈɫɪfɝˌeɪt/
teeming	/ˈtimɪŋ/
congregate	/ˈkɑŋɡɹəˌɡeɪt/
interplay	/ˈɪntɝˌpɫeɪ/
vibrant	/ˈvaɪbɹənt/
decipher	/dɪˈsaɪfɝ/
reprimand	/ˈɹɛpɹəˌmænd/
disseminate	/dɪˈsɛməˌneɪt/
emulate	/ˈɛmjəˌɫeɪt/
protrude	/pɹoʊˈtɹud/
heyday	/ˈheɪˌdeɪ/
ingest	/ˌɪnˈdʒɛst/
provenance	/ˈpɹɑvənəns/
configuration	/kənˌfɪɡjɝˈeɪʃən/
entrench	/ɛnˈtɹɛntʃ/
inscribe	/ˌɪnsˈkɹaɪb/
niggle	/ˈnɪɡəl/
outlay	/ˈaʊtˌɫeɪ/
procure	/pɹoʊkˈjʊɹ/
quirky	/ˈkwɝki/
reconfigure	/ˌɹikənˈfɪɡjɝ/
succinct	/səkˈsɪŋkt/
ubiquitous	/juˈbɪkwɪtəs/
vantage point	
intermittent	/ˌɪntɝˈmɪtənt/
adjoining	/əˈdʒɔɪnɪŋ/
